age,study_hours,attendance_percentage,math_score,science_score,english_score,overall_score,travel_time_min,gender_male,gender_other,school_type_encoded,parent_education_encoded,internet_access_encoded,extra_activities_encoding,study_method_group_study,study_method_mixed,study_method_notes,study_method_online_videos,study_method_textbook,final_grade_encoded
17,0.8,95.8,31.4,48.7,44.1,48.0,22.5,0,1,1,0.0,1,1,0,0,1,0,0,4
19,1.5,64.6,31.1,32.0,9.8,35.2,45.0,0,1,1,1.0,1,0,0,0,0,0,0,5
18,1.0,59.4,19.2,34.6,36.5,26.4,45.0,1,0,0,1.0,1,0,0,1,0,0,0,5
17,0.9,88.1,46.5,47.9,26.9,39.9,45.0,0,1,1,3.0,1,1,0,0,0,1,0,5
18,4.7,90.6,84.8,49.7,60.1,72.8,75.0,0,1,1,4.0,1,1,0,0,0,0,0,2
15,1.1,78.2,35.4,44.1,31.1,45.5,22.5,0,0,0,5.0,1,1,0,0,0,0,1,4
19,3.7,67.2,50.5,56.6,57.3,52.8,45.0,0,0,1,2.0,1,1,1,0,0,0,0,4
19,5.8,91.7,77.7,84.9,65.1,76.4,7.5,0,1,0,1.0,0,0,0,0,0,1,0,2
14,0.6,83.5,33.9,51.6,42.1,39.9,45.0,0,1,0,0.0,1,1,1,0,0,0,0,5
16,5.3,69.1,69.0,65.2,65.8,67.8,7.5,0,1,1,3.0,1,1,1,0,0,0,0,3
18,6.2,69.6,82.9,75.4,77.8,75.1,45.0,0,1,0,5.0,1,1,1,0,0,0,0,2
16,4.5,50.1,58.1,46.4,68.0,53.0,7.5,0,0,1,0.0,1,1,0,0,1,0,0,4
19,4.1,52.9,49.0,66.4,66.9,54.2,7.5,1,0,1,5.0,1,0,0,0,0,0,0,4
19,6.0,56.7,85.4,48.5,69.4,69.9,7.5,1,0,0,1.0,1,1,1,0,0,0,0,3
16,4.5,62.4,47.5,55.5,91.5,69.5,45.0,0,1,0,5.0,1,0,0,0,0,0,1,3
14,4.3,96.3,47.0,84.3,65.3,68.4,22.5,0,0,1,0.0,1,0,0,0,0,1,0,3
16,6.5,91.1,80.0,84.2,72.7,84.7,45.0,1,0,1,5.0,1,0,0,0,0,1,0,2
15,6.8,52.0,74.8,67.1,58.0,71.5,45.0,1,0,0,1.0,1,1,1,0,0,0,0,2
16,3.3,50.7,44.6,65.3,60.5,55.3,7.5,1,0,1,1.0,1,0,0,0,0,0,0,3
17,3.6,79.3,75.4,34.2,39.0,51.1,45.0,0,0,1,1.0,1,0,0,1,0,0,0,4
16,6.5,68.8,72.2,72.9,74.6,70.6,22.5,0,0,1,0.0,1,1,1,0,0,0,0,2
15,4.6,90.1,79.0,87.8,88.4,80.6,45.0,0,0,0,4.0,1,0,1,0,0,0,0,2
15,5.7,98.6,89.5,80.2,81.6,79.5,22.5,0,1,1,0.0,0,1,0,1,0,0,0,2
18,1.1,74.7,25.2,6.9,41.1,40.7,7.5,0,0,0,2.0,1,1,0,0,0,1,0,4
14,1.2,58.9,45.6,27.5,32.0,31.3,7.5,0,1,0,5.0,1,1,0,0,0,0,0,5
15,4.5,94.6,55.7,57.8,63.5,67.7,45.0,0,1,1,2.0,1,1,0,0,0,0,0,3
19,6.6,71.1,75.8,100.0,99.9,88.6,7.5,1,0,1,4.0,1,1,0,1,0,0,0,1
14,2.9,70.9,53.0,62.7,57.4,51.8,7.5,1,0,0,4.0,1,1,1,0,0,0,0,4
16,7.7,85.2,91.5,94.1,87.4,97.0,75.0,0,1,0,4.0,1,0,0,0,0,0,0,0
15,6.2,68.5,74.9,49.2,44.0,67.3,45.0,0,0,1,5.0,1,1,0,0,0,0,1,3
14,6.4,61.7,73.4,77.4,93.6,77.4,75.0,0,1,0,0.0,1,1,0,0,0,0,1,2
16,6.8,87.1,90.7,70.0,90.8,81.8,75.0,0,0,0,1.0,1,0,0,0,0,0,0,2
17,2.4,59.3,57.5,56.3,60.8,51.2,75.0,1,0,0,1.0,1,1,0,0,0,0,0,4
15,3.0,52.0,47.5,47.0,30.9,43.8,45.0,0,1,0,0.0,1,0,0,1,0,0,0,4
14,1.4,74.9,50.7,46.6,40.3,50.5,45.0,0,1,1,0.0,1,0,1,0,0,0,0,4
14,3.4,51.7,40.9,48.5,51.4,44.9,22.5,0,0,1,0.0,1,0,0,0,0,0,1,4
17,0.8,89.5,39.5,67.2,38.5,41.5,45.0,0,0,0,5.0,1,0,0,0,0,1,0,4
19,6.1,98.9,79.2,62.2,77.1,78.7,22.5,1,0,1,5.0,1,0,0,0,0,0,0,2
15,6.5,97.4,89.5,69.7,94.3,81.3,45.0,0,1,1,3.0,0,0,0,0,0,0,0,2
15,2.1,57.4,44.8,45.7,44.0,43.2,45.0,0,0,1,5.0,1,0,0,0,0,0,0,4
16,4.2,96.6,56.0,54.0,64.5,62.3,22.5,0,1,1,2.0,0,0,0,0,0,0,0,3
16,5.5,55.6,82.8,79.2,84.8,75.3,75.0,1,0,1,2.0,1,0,0,0,0,1,0,2
15,6.1,67.7,80.6,72.3,75.6,85.3,75.0,0,1,0,5.0,0,0,0,0,0,1,0,1
14,7.8,54.2,93.4,79.4,81.6,78.8,45.0,0,1,0,0.0,1,0,0,0,0,1,0,2
17,2.0,91.1,64.0,58.5,78.1,58.7,22.5,0,1,0,0.0,0,0,0,0,0,1,0,3
16,2.4,61.2,64.6,57.1,62.3,50.7,7.5,0,0,0,3.0,1,1,0,1,0,0,0,4
16,6.9,83.2,81.0,79.1,77.1,81.1,45.0,0,1,1,1.0,0,1,0,0,0,1,0,2
15,1.2,88.1,57.6,61.2,53.1,51.1,75.0,0,0,0,4.0,1,1,0,0,0,0,1,4
19,6.4,69.0,85.7,76.1,78.8,86.1,45.0,0,1,0,3.0,1,1,0,0,0,0,1,1
17,1.5,89.5,39.3,48.5,43.9,45.2,7.5,0,1,1,1.0,1,1,0,0,1,0,0,4
16,4.0,66.3,69.4,44.7,57.1,62.4,75.0,0,1,1,0.0,1,0,1,0,0,0,0,3
15,4.9,57.4,51.7,34.8,56.0,57.5,22.5,0,1,0,0.0,1,0,0,1,0,0,0,3
18,6.3,73.0,75.2,67.3,89.8,81.1,7.5,1,0,1,2.0,1,0,0,0,0,0,1,2
19,1.4,85.5,29.5,67.0,38.6,46.6,22.5,0,1,0,1.0,1,1,0,0,0,1,0,4
14,6.7,52.0,80.2,81.5,78.5,66.8,45.0,0,1,0,0.0,1,1,0,0,0,1,0,3
19,6.9,90.3,96.2,100.0,100.0,99.9,45.0,0,0,1,4.0,0,1,0,0,0,0,0,0
18,6.5,62.8,81.8,77.6,70.8,85.9,75.0,0,0,1,5.0,0,1,0,0,0,0,1,1
14,7.5,84.1,94.4,100.0,100.0,100.0,75.0,0,1,0,5.0,0,1,0,0,0,1,0,0
18,7.0,55.7,75.1,62.8,80.6,79.0,7.5,0,0,1,0.0,1,1,0,0,0,0,1,2
14,6.3,69.5,66.2,53.0,79.9,73.2,22.5,0,0,1,1.0,0,1,0,0,0,0,1,2
14,4.8,73.3,61.3,71.1,73.7,72.5,75.0,0,1,1,2.0,1,0,0,0,1,0,0,2
14,6.6,73.4,91.5,84.9,84.5,85.4,45.0,0,1,0,5.0,0,0,0,0,0,1,0,1
16,7.8,63.7,89.1,100.0,100.0,95.4,75.0,1,0,0,3.0,1,0,1,0,0,0,0,0
17,5.3,76.5,89.9,73.4,93.6,80.0,45.0,0,1,0,2.0,1,0,0,0,1,0,0,2
16,2.3,63.9,40.5,33.4,36.5,39.5,22.5,1,0,0,5.0,1,1,0,1,0,0,0,5
14,2.4,58.3,23.5,62.1,45.9,44.2,45.0,1,0,0,3.0,1,1,0,0,0,1,0,4
15,6.5,56.7,79.5,71.7,79.5,73.5,75.0,0,1,1,5.0,1,0,0,0,0,0,0,2
19,7.9,94.7,100.0,94.5,87.4,100.0,7.5,1,0,0,5.0,1,0,1,0,0,0,0,0
19,2.1,56.5,38.4,41.4,45.8,37.6,7.5,1,0,1,5.0,1,1,0,0,1,0,0,5
18,7.8,69.8,88.4,76.6,66.5,81.6,45.0,1,0,1,3.0,1,0,0,0,0,0,1,2
14,2.5,62.6,36.6,62.7,53.8,44.8,75.0,0,0,0,2.0,1,1,1,0,0,0,0,4
18,3.6,80.8,68.5,59.1,51.7,55.7,75.0,1,0,0,0.0,1,1,0,1,0,0,0,3
18,7.3,67.3,71.8,71.9,65.2,75.5,22.5,1,0,1,4.0,1,0,1,0,0,0,0,2
17,7.7,64.3,100.0,87.4,98.5,95.6,7.5,0,0,1,1.0,1,1,0,0,0,0,0,0
14,4.8,98.5,69.3,61.4,83.1,81.3,22.5,1,0,0,0.0,1,0,1,0,0,0,0,2
19,7.6,99.8,82.7,95.3,74.5,93.1,75.0,1,0,1,4.0,1,1,0,1,0,0,0,1
16,6.8,56.6,76.5,66.4,56.3,74.6,45.0,0,1,0,2.0,1,0,0,0,0,0,0,2
14,7.0,84.6,89.1,67.5,83.6,85.4,45.0,0,0,0,3.0,1,1,0,0,0,1,0,1
15,7.0,94.5,99.2,87.9,81.2,100.0,45.0,1,0,1,4.0,1,1,1,0,0,0,0,0
16,3.4,98.5,72.0,83.3,65.4,70.5,75.0,1,0,1,1.0,1,0,0,0,1,0,0,2
14,0.7,64.9,33.1,21.6,32.1,23.8,75.0,0,1,1,4.0,1,0,0,0,0,0,1,5
15,1.7,89.2,36.6,41.4,43.9,39.4,22.5,1,0,1,3.0,1,1,1,0,0,0,0,5
16,1.1,66.4,31.0,43.9,36.3,41.8,75.0,1,0,0,3.0,1,0,0,0,0,1,0,4
19,2.3,81.1,73.4,78.3,55.3,59.5,75.0,0,0,0,1.0,0,0,0,0,0,1,0,3
14,0.9,75.6,58.3,39.7,51.4,46.7,75.0,0,1,1,4.0,1,0,0,0,1,0,0,4
17,2.6,85.4,57.5,46.1,40.9,47.3,22.5,0,0,1,1.0,1,0,0,0,0,1,0,4
19,4.9,95.6,63.0,85.0,57.6,75.3,22.5,0,1,1,3.0,1,0,1,0,0,0,0,2
18,1.6,55.6,18.9,27.5,20.8,27.5,22.5,0,0,0,4.0,1,1,0,0,0,1,0,5
19,2.9,61.1,61.5,59.5,60.5,56.3,45.0,1,0,0,0.0,1,0,0,0,0,0,1,3
15,2.2,79.3,66.3,46.7,34.6,48.4,22.5,0,1,1,2.0,1,1,0,1,0,0,0,4
18,1.2,67.9,59.8,36.9,54.7,45.0,75.0,0,1,1,4.0,0,1,1,0,0,0,0,4
19,5.6,77.9,73.4,86.3,67.7,75.0,45.0,0,1,0,1.0,1,1,0,0,1,0,0,2
15,7.2,89.1,76.8,82.4,100.0,85.1,22.5,1,0,1,0.0,1,1,0,0,0,0,1,1
16,5.9,85.0,67.7,82.9,73.9,78.3,7.5,0,0,1,2.0,0,0,1,0,0,0,0,2
17,5.6,88.3,86.6,92.4,100.0,89.5,7.5,0,0,0,2.0,1,1,0,0,0,0,1,1
16,7.9,58.1,100.0,57.2,94.1,94.0,22.5,1,0,1,5.0,1,1,0,1,0,0,0,1
15,6.0,51.5,58.5,67.9,54.0,68.9,75.0,0,1,1,4.0,1,1,0,0,0,1,0,3
19,0.9,93.6,41.3,41.8,43.4,41.2,75.0,1,0,1,1.0,0,0,0,0,0,0,1,4
19,2.1,72.6,31.2,16.0,25.4,39.1,75.0,1,0,0,1.0,1,1,0,1,0,0,0,5
16,5.3,81.8,70.7,54.6,52.6,67.9,45.0,0,1,1,1.0,1,0,0,0,0,1,0,3
18,5.3,53.6,38.7,54.4,64.8,57.0,7.5,0,0,0,5.0,1,0,0,0,1,0,0,3
16,6.7,85.4,76.7,83.4,92.0,88.4,45.0,0,1,0,2.0,1,0,1,0,0,0,0,1
18,1.7,55.1,29.8,48.7,32.9,39.6,7.5,0,0,0,5.0,1,1,0,0,1,0,0,5
17,7.9,89.4,82.7,100.0,93.5,94.9,7.5,0,1,1,0.0,1,0,0,0,0,1,0,1
16,4.4,53.0,57.4,59.9,62.8,66.1,22.5,1,0,0,3.0,1,0,0,0,0,0,0,3
14,7.4,54.2,80.2,71.3,73.9,80.2,75.0,0,1,0,0.0,1,0,0,0,0,0,0,2
17,4.5,67.2,78.6,64.1,58.8,64.8,22.5,1,0,0,3.0,1,1,1,0,0,0,0,3
15,1.9,60.6,37.8,50.6,38.5,40.2,75.0,1,0,0,0.0,1,1,0,1,0,0,0,4
15,3.1,99.2,61.9,69.8,67.0,69.9,75.0,0,0,0,0.0,1,0,0,0,0,1,0,3
15,2.2,72.6,60.1,65.9,52.4,55.4,75.0,0,0,0,0.0,1,1,1,0,0,0,0,3
19,2.5,73.4,66.3,67.1,58.4,56.3,75.0,1,0,1,4.0,1,1,0,0,1,0,0,3
14,7.2,52.3,66.8,84.7,90.5,78.8,22.5,0,1,1,3.0,1,0,0,0,0,0,0,2
18,3.3,74.6,56.7,64.4,78.2,65.0,75.0,1,0,1,3.0,1,1,0,1,0,0,0,3
19,1.9,53.2,27.5,24.0,42.1,34.9,7.5,0,1,1,1.0,1,0,0,0,1,0,0,5
14,3.2,81.4,46.6,51.4,55.2,49.6,45.0,1,0,0,1.0,1,1,0,0,0,0,1,4
17,5.1,99.1,70.9,67.1,68.2,73.1,45.0,1,0,0,2.0,1,1,0,0,0,0,0,2
17,2.0,66.5,52.9,68.9,41.9,51.6,75.0,1,0,0,5.0,0,1,0,1,0,0,0,4
16,0.9,90.4,48.5,63.2,50.6,52.2,45.0,0,0,1,4.0,1,1,0,1,0,0,0,4
18,7.0,98.3,100.0,98.5,100.0,100.0,75.0,0,0,0,0.0,0,1,0,0,0,1,0,0
16,2.3,98.4,59.5,61.7,56.8,62.8,75.0,1,0,1,0.0,1,1,1,0,0,0,0,3
16,7.5,87.3,82.5,84.1,83.0,98.5,45.0,0,0,0,2.0,1,0,0,1,0,0,0,0
16,0.9,93.5,56.7,46.6,63.3,51.4,7.5,0,1,0,1.0,0,1,0,0,0,0,0,4
18,5.4,67.6,60.4,89.7,67.6,69.1,7.5,1,0,1,2.0,1,0,1,0,0,0,0,3
17,5.5,79.2,71.9,80.5,87.8,76.6,45.0,1,0,0,5.0,0,1,0,1,0,0,0,2
16,1.7,83.1,62.4,53.7,53.4,54.8,45.0,0,0,1,1.0,1,0,0,0,0,1,0,4
19,5.5,60.9,63.2,63.7,69.3,59.5,7.5,0,1,1,3.0,1,0,0,0,0,0,1,3
18,3.4,65.7,49.2,52.0,59.3,54.7,7.5,1,0,1,2.0,0,1,0,0,0,1,0,4
19,3.4,68.1,63.6,51.7,62.9,52.1,22.5,1,0,1,3.0,1,0,0,0,0,0,1,4
18,7.1,53.3,90.0,79.1,86.2,79.2,75.0,1,0,1,3.0,1,1,0,0,0,1,0,2
16,7.6,72.8,85.8,100.0,97.5,99.1,75.0,0,0,0,3.0,1,1,0,0,1,0,0,0
18,1.8,89.2,26.7,33.5,55.7,55.8,7.5,1,0,0,1.0,0,0,0,0,0,0,1,3
15,5.6,82.5,76.9,70.1,94.5,77.3,45.0,0,0,1,5.0,1,1,1,0,0,0,0,2
15,1.7,81.3,47.8,26.8,46.9,49.7,75.0,0,0,0,1.0,1,0,0,0,1,0,0,4
16,0.8,80.3,48.2,35.3,44.2,39.8,22.5,1,0,0,0.0,1,1,1,0,0,0,0,5
19,1.6,51.1,41.2,26.0,32.4,27.2,75.0,0,1,0,0.0,1,0,0,1,0,0,0,5
17,5.3,50.2,77.1,67.7,68.5,61.6,45.0,0,1,1,0.0,1,1,0,0,1,0,0,3
16,5.9,58.5,82.9,51.1,60.9,62.8,75.0,0,1,1,2.0,1,1,0,0,0,0,0,3
16,4.3,95.7,61.0,63.1,82.2,71.8,22.5,0,1,0,4.0,1,0,0,0,1,0,0,2
15,7.6,92.9,100.0,100.0,97.3,96.7,7.5,1,0,1,0.0,1,0,0,0,0,0,1,0
17,6.2,78.8,68.4,89.9,67.9,85.1,22.5,0,1,0,0.0,1,1,0,1,0,0,0,1
16,1.7,69.3,10.5,33.6,37.5,36.7,22.5,1,0,1,3.0,1,1,0,0,0,1,0,5
17,2.1,98.2,41.0,30.4,57.5,53.9,7.5,1,0,0,3.0,1,1,1,0,0,0,0,4
16,5.0,53.3,60.4,59.2,56.4,59.6,7.5,0,0,1,3.0,1,0,1,0,0,0,0,3
15,3.0,54.9,43.4,41.4,39.6,39.4,45.0,0,1,1,0.0,1,0,0,1,0,0,0,5
19,0.5,81.1,36.9,42.2,42.4,41.1,45.0,0,0,1,1.0,1,1,0,1,0,0,0,4
16,0.7,77.4,38.9,23.4,51.0,39.9,45.0,0,0,0,2.0,1,0,0,1,0,0,0,5
14,3.6,99.1,68.0,54.9,70.7,66.5,7.5,0,0,1,4.0,1,0,1,0,0,0,0,3
16,4.4,90.1,64.1,73.0,80.5,64.4,7.5,0,0,0,3.0,1,0,0,0,0,1,0,3
17,5.4,96.9,76.6,100.0,78.5,87.7,75.0,0,0,1,4.0,1,1,0,0,0,1,0,1
14,6.2,86.1,89.2,96.1,81.2,87.9,7.5,0,0,0,3.0,1,1,1,0,0,0,0,1
15,7.8,96.3,100.0,95.0,100.0,100.0,75.0,0,0,1,2.0,1,1,1,0,0,0,0,0
14,6.8,84.3,95.1,93.6,100.0,97.0,22.5,0,0,1,3.0,1,0,0,0,0,0,0,0
17,3.2,76.3,48.7,52.2,71.7,62.2,22.5,1,0,0,2.0,1,1,0,0,1,0,0,3
18,4.5,79.0,93.0,80.2,72.4,75.6,45.0,1,0,0,0.0,0,0,0,1,0,0,0,2
19,2.1,95.1,60.8,72.0,51.9,60.0,45.0,1,0,1,3.0,1,1,0,0,0,0,0,3
16,7.8,55.2,86.8,97.1,86.3,89.4,7.5,0,0,0,1.0,1,1,0,0,1,0,0,1
19,4.5,78.3,88.5,78.7,49.3,72.5,7.5,1,0,1,1.0,1,0,0,0,0,0,1,2
15,2.4,69.6,47.7,48.6,65.0,55.9,75.0,1,0,0,4.0,1,1,0,0,0,1,0,3
18,5.9,83.1,84.0,77.9,75.2,80.9,7.5,0,1,0,0.0,1,0,1,0,0,0,0,2
17,4.2,80.2,46.5,58.9,55.4,63.9,45.0,1,0,1,0.0,1,1,0,0,0,0,0,3
18,8.0,70.0,92.6,100.0,100.0,100.0,7.5,0,1,1,2.0,1,0,0,0,0,1,0,0
18,1.1,84.5,37.3,52.2,65.2,52.0,7.5,1,0,0,3.0,0,1,0,0,1,0,0,4
17,3.0,76.8,60.4,71.9,68.2,62.2,45.0,0,1,0,5.0,1,1,0,0,0,1,0,3
15,7.6,59.4,91.2,90.0,83.2,86.1,75.0,1,0,0,3.0,1,1,0,0,0,1,0,1
17,4.0,81.9,65.5,58.7,73.4,67.3,7.5,0,0,1,1.0,1,0,1,0,0,0,0,3
18,2.8,51.3,47.3,26.9,46.4,41.9,45.0,0,1,1,2.0,1,1,0,0,1,0,0,4
19,5.0,91.1,70.6,90.3,86.8,70.7,7.5,1,0,1,2.0,1,1,0,0,0,0,0,2
19,5.5,95.3,64.0,69.9,85.0,74.1,22.5,0,0,1,2.0,0,0,0,0,0,0,0,2
15,1.2,53.9,30.9,22.5,18.3,21.4,75.0,0,1,0,4.0,1,1,0,1,0,0,0,5
17,2.4,62.8,45.1,56.0,39.0,38.6,75.0,1,0,1,4.0,1,0,1,0,0,0,0,5
14,2.8,56.3,52.4,50.8,47.8,45.7,45.0,1,0,1,4.0,1,1,0,0,0,0,1,4
18,2.3,88.6,55.6,51.5,42.9,61.9,45.0,0,1,0,2.0,1,0,0,0,0,0,1,3
19,3.4,53.6,30.9,47.5,16.5,46.9,7.5,1,0,1,1.0,1,0,1,0,0,0,0,4
14,3.0,77.1,58.0,72.4,59.0,57.7,22.5,0,1,1,0.0,0,0,0,0,0,0,1,3
17,6.0,69.4,84.4,78.5,82.8,75.0,7.5,0,1,0,4.0,1,1,0,0,0,1,0,2
19,5.0,87.5,60.8,99.0,93.1,65.3,7.5,0,1,1,5.0,1,0,0,1,0,0,0,3
19,3.7,82.0,54.3,40.8,59.6,61.0,7.5,0,1,1,0.0,1,0,0,0,0,0,0,3
16,2.0,77.2,47.6,40.4,41.8,44.3,75.0,0,1,1,0.0,1,0,0,0,1,0,0,4
14,3.7,75.2,38.9,42.4,68.1,56.0,22.5,0,0,0,1.0,1,0,1,0,0,0,0,3
19,1.9,88.8,27.6,54.1,36.3,46.8,22.5,0,1,1,4.0,1,1,0,0,0,1,0,4
19,7.6,73.9,90.8,70.5,100.0,83.4,7.5,0,0,1,1.0,1,1,0,0,1,0,0,2
17,1.8,71.0,45.9,36.6,35.4,44.5,22.5,0,0,1,0.0,0,1,0,1,0,0,0,4
19,6.9,51.3,85.9,75.7,86.1,81.8,22.5,1,0,1,2.0,1,0,0,1,0,0,0,2
14,5.1,63.4,74.0,74.6,73.9,72.8,75.0,0,1,1,2.0,1,0,0,0,0,0,1,2
17,6.6,68.5,61.0,73.7,62.4,75.6,7.5,0,0,0,2.0,1,1,1,0,0,0,0,2
14,7.2,78.9,77.6,94.6,80.8,84.9,7.5,0,1,0,3.0,1,0,0,1,0,0,0,2
19,6.5,83.7,77.7,70.5,71.3,81.2,7.5,0,0,0,1.0,1,1,0,0,1,0,0,2
18,4.9,98.1,76.7,75.7,66.9,71.7,75.0,1,0,1,0.0,1,0,1,0,0,0,0,2
19,2.5,63.8,43.1,45.9,59.1,48.0,75.0,0,0,1,0.0,1,1,0,0,0,0,1,4
17,5.5,77.2,72.4,48.5,49.3,67.8,22.5,0,1,1,4.0,1,1,0,0,0,1,0,3
14,0.5,87.8,29.0,48.2,16.8,37.1,22.5,0,0,1,3.0,1,0,1,0,0,0,0,5
14,3.3,65.5,68.3,46.1,52.5,53.5,22.5,0,1,1,1.0,0,0,0,0,0,0,0,4
16,6.9,77.4,91.0,91.2,76.9,89.7,7.5,1,0,0,5.0,1,0,0,0,0,1,0,1
18,4.9,70.9,80.8,67.7,84.4,76.9,45.0,0,1,0,3.0,1,0,0,0,0,1,0,2
14,2.5,69.9,59.2,82.5,54.0,54.3,75.0,0,1,0,4.0,1,1,1,0,0,0,0,4
19,7.2,53.1,51.6,92.9,85.8,76.7,22.5,0,1,0,4.0,0,0,1,0,0,0,0,2
15,0.6,51.2,35.5,27.0,13.9,31.9,7.5,1,0,1,1.0,1,0,0,1,0,0,0,5
16,7.1,64.8,77.2,81.1,80.3,78.3,22.5,0,0,1,3.0,1,0,0,0,1,0,0,2
15,6.2,95.6,88.2,94.3,100.0,91.4,7.5,1,0,0,3.0,1,0,0,0,0,1,0,1
16,1.6,59.6,34.3,16.7,37.5,30.8,7.5,0,0,1,2.0,1,1,0,1,0,0,0,5
16,1.0,53.2,23.2,34.4,34.3,28.0,45.0,0,1,0,3.0,1,1,0,1,0,0,0,5
14,7.6,81.0,100.0,95.9,100.0,95.5,22.5,0,0,0,2.0,1,1,0,0,1,0,0,0
17,1.0,97.9,71.3,64.2,48.2,53.4,45.0,0,1,1,0.0,1,0,0,0,0,0,1,4
18,7.8,52.9,93.7,90.6,87.5,92.2,75.0,0,1,1,0.0,1,0,0,0,1,0,0,1
19,3.7,87.3,81.8,62.6,61.8,74.1,22.5,0,1,0,2.0,1,0,0,1,0,0,0,2
15,3.2,55.4,51.1,47.0,56.6,54.7,7.5,0,1,0,5.0,1,1,0,0,0,1,0,4
19,5.4,56.8,48.5,47.6,85.8,59.8,7.5,0,0,0,1.0,1,1,0,0,0,0,0,3
19,4.2,96.8,83.2,80.8,85.8,79.3,75.0,0,1,0,3.0,1,1,0,1,0,0,0,2
19,3.4,85.1,52.0,70.2,47.3,63.0,45.0,1,0,0,0.0,1,1,0,1,0,0,0,3
16,5.3,78.0,64.1,56.9,64.6,71.1,45.0,0,1,1,3.0,0,0,0,0,0,0,1,2
19,3.1,58.2,43.9,48.0,51.2,44.1,7.5,0,0,0,1.0,0,1,1,0,0,0,0,4
17,0.8,78.0,40.8,49.3,44.8,42.0,45.0,0,1,1,2.0,1,1,0,0,0,1,0,4
14,6.7,53.1,72.9,78.0,71.6,73.4,7.5,0,0,0,4.0,1,1,0,1,0,0,0,2
15,4.4,69.7,81.2,56.8,62.8,70.3,75.0,1,0,0,2.0,1,0,0,1,0,0,0,2
18,5.7,85.2,98.4,100.0,77.2,88.6,22.5,0,1,0,5.0,0,0,0,0,0,1,0,1
14,4.8,78.4,87.2,81.1,63.5,77.6,7.5,0,1,0,0.0,1,0,1,0,0,0,0,2
16,5.1,83.8,75.4,57.6,88.6,73.6,75.0,1,0,0,0.0,1,0,0,0,0,0,1,2
18,2.1,55.8,34.0,41.0,49.4,46.8,75.0,1,0,0,1.0,1,1,0,0,1,0,0,4
14,7.5,87.9,93.9,91.1,100.0,97.1,45.0,0,0,1,1.0,1,0,0,0,0,0,1,0
16,3.9,97.8,57.5,61.6,65.8,64.0,75.0,0,0,1,2.0,1,1,0,0,0,1,0,3
15,7.4,95.4,90.3,100.0,91.2,89.1,22.5,0,0,0,5.0,1,0,0,1,0,0,0,1
17,6.6,54.4,76.6,67.9,63.9,65.5,75.0,1,0,1,1.0,1,1,0,0,0,0,1,3
15,5.9,54.9,63.4,58.5,56.1,60.0,7.5,0,0,1,2.0,0,0,1,0,0,0,0,3
19,4.0,75.7,67.1,84.4,56.1,68.6,22.5,0,0,1,0.0,0,1,0,1,0,0,0,3
14,0.7,76.2,35.8,33.6,21.6,28.7,75.0,0,1,1,4.0,1,0,0,0,0,0,0,5
19,2.9,92.9,67.4,89.2,51.5,68.1,45.0,0,0,1,3.0,1,1,0,0,0,0,1,3
18,5.5,68.4,65.5,68.3,55.6,67.2,45.0,0,0,1,0.0,1,1,0,0,0,0,1,3
19,3.0,75.7,71.1,80.3,64.5,64.1,45.0,1,0,0,2.0,1,0,0,0,0,0,1,3
19,1.2,60.2,37.0,11.7,27.9,32.4,7.5,0,0,1,1.0,1,0,1,0,0,0,0,5
15,4.4,97.3,60.5,74.6,66.4,67.1,7.5,0,0,0,2.0,1,0,0,0,0,0,0,3
19,1.7,56.0,16.3,28.8,42.6,30.6,7.5,1,0,0,1.0,1,0,1,0,0,0,0,5
17,2.8,95.2,56.5,57.6,61.8,54.8,7.5,0,1,1,4.0,1,1,1,0,0,0,0,4
19,4.3,94.5,62.0,69.8,67.8,65.5,7.5,0,1,0,0.0,1,1,0,1,0,0,0,3
19,1.4,52.5,33.7,44.8,25.1,38.1,75.0,1,0,1,3.0,1,1,0,1,0,0,0,5
17,1.3,88.8,33.5,55.2,27.5,38.8,45.0,0,0,0,4.0,1,1,0,0,1,0,0,5
16,2.1,66.9,42.1,49.0,36.6,43.3,22.5,0,1,0,0.0,1,1,0,0,0,0,1,4
14,4.9,61.2,70.5,70.2,62.5,70.1,22.5,1,0,0,5.0,0,1,0,0,0,1,0,2
14,7.5,70.1,84.5,95.2,69.6,90.1,7.5,1,0,1,4.0,1,0,0,0,0,0,1,1
16,2.3,96.2,53.6,53.0,77.1,61.9,45.0,0,0,1,1.0,1,1,0,1,0,0,0,3
18,5.9,69.9,50.1,86.6,69.7,67.3,75.0,1,0,1,2.0,1,1,0,0,0,0,1,3
17,1.9,62.1,46.9,40.1,52.6,46.6,45.0,0,0,0,4.0,1,1,0,0,0,1,0,4
16,5.3,76.2,82.2,82.9,71.1,74.8,7.5,1,0,0,3.0,1,1,0,0,1,0,0,2
15,1.5,70.5,31.6,42.9,33.2,30.3,22.5,0,1,0,4.0,1,0,1,0,0,0,0,5
17,6.8,51.0,66.9,87.3,80.2,81.3,75.0,0,0,0,5.0,1,1,0,0,0,0,1,2
17,6.1,59.3,67.0,69.6,85.8,75.7,45.0,1,0,0,2.0,1,1,0,0,0,1,0,2
19,5.6,50.9,44.9,48.5,62.7,55.5,75.0,0,1,1,0.0,1,0,0,0,1,0,0,3
18,0.6,76.1,31.9,52.6,38.3,41.0,22.5,1,0,0,2.0,1,1,0,0,1,0,0,4
